duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_cre,attack_type
828,icmp,smtp,RSTR,2397,16899,0,1,0,6,1,0,2,0,0,5,3,probe
149,udp,ftp,REJ,417,186,1,0,0,1,3,1,3,0,0,0,4,r2l
102,tcp,http,S0,507,502,0,0,0,3,5,1,4,0,0,3,2,r2l
3474,icmp,smtp,SF,34495,99,1,0,2,3,0,0,0,0,0,7,0,dos
209,icmp,http,SF,4512,2976,1,1,1,6,0,1,4,0,0,2,3,probe
477,udp,ssh,SF,426,873,0,0,0,0,1,1,5,1,1,1,4,u2r
808,icmp,telnet,RSTR,4990,16125,1,1,1,0,0,1,1,0,0,3,0,probe
736,udp,dns,RSTO,4722,5799,0,0,0,5,0,1,2,0,0,5,0,probe
4,tcp,smtp,S0,214,239,1,0,0,4,4,0,2,0,0,9,2,r2l
675,udp,http,SH,746,11699,1,0,1,1,1,1,0,0,0,8,1,probe
342,icmp,ftp,S0,683,1229,0,0,0,5,1,1,3,1,0,3,4,u2r
2126,udp,eco_i,REJ,64049,422,1,2,2,2,0,0,5,0,0,2,3,dos
933,icmp,http,RSTO,5615,721,1,1,0,0,1,1,4,0,0,3,0,probe
535,udp,http,SF,6298,11797,0,0,0,4,1,1,1,0,0,6,0,normal
273,tcp,http,SH,73,282,0,1,0,4,4,1,6,0,0,3,1,r2l
1459,icmp,smtp,RSTR,137778,114,1,1,2,3,0,0,0,0,0,7,2,dos
1727,udp,dns,RSTO,84466,167,1,2,1,4,0,0,4,0,0,1,4,dos
706,udp,http,RSTR,1076,2797,0,0,1,5,1,0,4,0,0,6,2,probe
234,udp,dns,RSTR,964,998,0,1,0,0,0,1,7,1,1,8,2,u2r
2665,tcp,finger,SH,91968,242,0,2,1,2,1,0,3,0,0,0,4,dos
4188,udp,telnet,RSTR,37726,218,0,1,1,4,0,0,0,0,0,2,4,dos
1094,tcp,ftp,REJ,12875,7892,0,1,0,0,1,1,1,0,0,6,4,normal
283,tcp,ssh,RSTR,188,534,1,0,0,4,2,1,6,0,0,1,0,r2l
128,tcp,eco_i,REJ,347,516,1,1,0,2,2,1,4,0,0,5,3,r2l
1386,tcp,smtp,REJ,10301,10835,0,0,0,3,1,1,0,0,0,9,0,normal
14,icmp,telnet,SF,1057,1186,0,0,0,5,0,1,5,0,1,2,2,u2r
3592,tcp,http,SF,111612,111,1,1,1,6,0,0,4,0,0,1,0,dos
527,icmp,smtp,RSTO,1144,641,1,1,0,4,0,1,1,0,0,5,1,normal
600,tcp,finger,SH,3674,3976,1,0,0,1,1,1,0,0,0,0,3,normal
41,tcp,dns,S0,1559,971,1,0,0,2,1,1,4,0,0,2,0,u2r
51,icmp,ftp,SF,636,778,0,1,0,1,1,1,5,1,1,8,1,u2r
2295,tcp,ftp,RSTO,63234,446,0,1,0,0,0,0,3,0,0,4,1,dos
174,tcp,ssh,SF,265,616,1,1,0,3,4,1,6,0,0,6,1,r2l
1242,udp,ftp,SH,152076,35,0,0,1,0,0,0,3,0,0,2,0,dos
67,udp,finger,REJ,126,261,0,1,0,6,0,1,8,1,1,0,3,u2r
70,tcp,ftp,SH,2003,13955,0,1,1,3,0,0,0,0,0,8,1,probe
112,icmp,smtp,RSTR,163,319,1,0,0,0,2,1,1,0,0,8,4,r2l
77,tcp,telnet,S0,434,171,0,1,0,6,4,1,2,0,0,9,4,r2l
590,icmp,ftp,SF,4918,1848,1,1,0,1,1,1,2,0,0,7,3,probe
18,tcp,dns,RSTO,577,210,0,1,0,0,0,1,9,0,1,5,2,u2r
645,icmp,ftp,S0,5601,5282,1,1,0,2,1,0,2,0,0,6,0,probe
937,tcp,smtp,RSTO,2778,9239,0,1,0,0,0,1,3,0,0,0,2,probe
1448,icmp,telnet,SH,876,1920,1,0,0,0,1,1,1,0,0,0,4,normal
333,udp,telnet,RSTR,3865,4231,0,0,0,1,0,1,1,0,0,5,4,normal
492,icmp,finger,SH,6577,19629,1,1,1,6,1,1,0,0,0,0,2,probe
3674,tcp,finger,SH,59324,259,0,1,0,4,0,0,4,0,0,7,1,dos
405,tcp,smtp,SF,1732,18167,1,1,0,2,0,1,3,0,0,1,0,probe
667,icmp,finger,S0,4614,18880,1,0,1,1,1,1,2,0,0,3,2,probe
397,udp,finger,RSTR,881,967,1,0,0,6,0,1,3,1,0,4,3,u2r
143,tcp,ssh,S0,720,401,0,1,0,4,1,1,3,1,1,3,0,u2r
3636,udp,ssh,RSTO,107144,190,1,1,0,1,1,0,0,0,0,2,2,dos
17,udp,dns,SH,166,222,0,0,0,4,0,1,7,0,0,5,1,u2r
709,udp,smtp,S0,6057,16177,1,1,0,4,1,1,2,0,0,1,3,normal
265,tcp,dns,RSTO,151,840,1,1,0,4,3,1,4,0,0,8,3,r2l
1294,udp,dns,RSTO,7562,3582,0,1,0,5,1,1,2,0,0,2,1,normal
1470,icmp,eco_i,SF,1001,2773,0,1,0,0,0,1,0,0,0,8,4,normal
3422,tcp,eco_i,S0,174423,410,1,0,0,1,1,0,5,0,0,4,2,dos
251,udp,ssh,RSTR,171,550,1,1,0,0,5,0,1,0,0,9,3,r2l
2275,udp,ssh,SF,149616,327,1,0,2,6,1,0,2,0,0,4,0,dos
4490,icmp,finger,S0,19739,335,0,0,1,4,0,0,0,0,0,7,2,dos
938,icmp,eco_i,S0,2721,1335,1,1,0,4,0,1,0,0,0,9,1,normal
62,udp,telnet,REJ,622,930,1,0,0,0,0,1,3,1,1,2,0,u2r
1423,icmp,smtp,SH,144593,380,1,0,0,0,0,0,5,0,0,5,4,dos
2535,udp,smtp,SH,114092,169,1,2,1,3,0,0,5,0,0,0,2,dos
1594,icmp,smtp,S0,88042,94,1,1,1,4,0,0,1,0,0,1,4,dos
423,icmp,telnet,REJ,6719,7969,0,1,0,3,0,1,1,0,0,7,2,normal
755,tcp,eco_i,REJ,102007,8,0,2,1,0,0,0,3,0,0,5,4,dos
134,tcp,http,SH,3474,4874,0,1,0,1,0,1,2,0,0,1,0,normal
65,icmp,telnet,RSTR,559,69,1,0,0,5,3,0,6,0,0,3,0,r2l
873,tcp,telnet,S0,136967,213,0,0,0,6,1,0,0,0,0,9,0,dos
384,udp,eco_i,SF,1206,1676,0,0,0,2,0,1,7,0,1,4,3,u2r
3721,icmp,ssh,RSTR,93918,246,1,0,1,3,1,0,5,0,0,7,3,dos
197,udp,eco_i,RSTR,3645,12829,0,1,0,3,1,0,4,0,0,3,1,probe
682,udp,http,REJ,3317,11938,1,0,0,0,0,0,2,0,0,8,1,probe
229,tcp,http,RSTO,521,541,1,1,0,4,4,1,6,0,0,3,4,r2l
1239,tcp,telnet,REJ,62272,368,0,0,0,2,0,0,2,0,0,3,1,dos
4746,udp,eco_i,RSTR,31187,270,1,0,2,4,0,0,2,0,0,9,4,dos
252,tcp,eco_i,SH,285,770,1,0,0,6,2,1,2,0,0,4,1,r2l
2716,tcp,ftp,RSTR,88264,202,1,2,2,5,0,0,0,0,0,6,4,dos
1094,tcp,eco_i,SF,11162,4492,1,1,0,2,0,1,1,0,0,1,0,normal
372,icmp,smtp,S0,5318,5531,1,0,0,4,1,1,1,0,0,4,3,probe
387,icmp,eco_i,S0,6906,16341,1,1,0,4,1,0,2,0,0,9,0,probe
264,tcp,telnet,RSTR,995,1279,1,1,0,5,0,1,9,1,1,2,1,u2r
134,icmp,ftp,SH,1514,9932,1,0,0,0,0,0,3,0,0,2,4,probe
886,icmp,telnet,SF,597,7099,1,0,1,0,0,1,0,0,0,8,2,probe
128,tcp,ssh,RSTO,7161,17376,1,0,0,4,0,1,2,0,0,2,2,probe
284,icmp,smtp,REJ,489,425,0,1,0,5,0,1,4,1,1,8,2,u2r
628,icmp,eco_i,SH,11873,13029,1,0,0,3,1,1,0,0,0,2,1,normal
979,tcp,ftp,REJ,18032,248,0,1,2,5,1,0,5,0,0,4,4,dos
2593,udp,dns,SH,112402,218,0,1,2,2,0,0,4,0,0,0,3,dos
298,udp,ssh,SF,1338,597,1,1,0,1,1,1,8,1,1,1,2,u2r
709,udp,telnet,SH,5067,7141,0,1,1,5,0,1,4,0,0,6,4,probe
394,tcp,ftp,SH,359,1082,0,0,0,6,0,1,8,0,0,3,2,u2r
48,tcp,ssh,REJ,1396,262,0,1,0,6,1,1,5,1,1,6,2,u2r
2746,udp,ftp,SF,116391,208,0,1,1,6,1,0,2,0,0,2,0,dos
400,tcp,smtp,S0,341,676,0,1,0,5,3,0,3,0,0,5,1,r2l
672,icmp,http,SH,3735,3873,0,1,0,4,0,0,2,0,0,4,1,probe
505,tcp,dns,SH,2220,8601,1,1,1,5,1,1,3,0,0,9,2,probe
177,tcp,http,REJ,388,134,0,0,0,4,2,1,5,0,0,5,0,r2l
619,udp,ftp,RSTR,4526,1122,1,0,0,6,0,0,2,0,0,9,3,probe
1799,icmp,eco_i,S0,109327,91,1,0,0,0,0,0,5,0,0,5,3,dos
123,icmp,eco_i,RSTR,4773,11431,1,1,1,6,1,0,4,0,0,3,0,probe
120,tcp,http,RSTR,373,1419,0,0,0,0,1,1,6,1,1,6,3,u2r
113,icmp,smtp,RSTO,618,636,1,0,0,1,5,1,4,0,0,0,4,r2l
2038,icmp,eco_i,RSTO,128657,104,0,0,1,4,0,0,2,0,0,7,4,dos
275,icmp,eco_i,S0,566,1155,0,0,0,3,0,1,4,0,1,1,2,u2r
192,udp,finger,RSTO,234,166,1,1,0,1,3,0,1,0,0,9,4,r2l
374,icmp,eco_i,SH,676,208,0,1,0,4,1,1,5,1,1,8,4,u2r
351,icmp,dns,S0,5455,2123,0,1,0,1,1,1,0,0,0,7,1,normal
270,udp,ftp,SF,1253,8343,0,1,0,5,0,1,1,0,0,6,1,normal
24,tcp,dns,RSTO,975,802,0,1,0,6,0,1,5,1,1,7,2,u2r
1163,icmp,smtp,SF,74719,243,1,2,0,4,1,0,3,0,0,9,1,dos
537,tcp,telnet,RSTO,7858,15523,1,1,0,6,0,1,0,0,0,3,2,normal
193,tcp,ftp,RSTO,1109,678,0,1,0,6,1,1,4,1,0,5,0,u2r
4436,icmp,dns,REJ,99941,288,0,2,2,6,0,0,2,0,0,1,2,dos
588,tcp,ssh,RSTO,9118,6413,1,1,0,3,0,1,1,0,0,3,4,normal
423,udp,http,SH,2751,6289,1,0,0,5,1,1,1,0,0,3,0,probe
284,udp,ssh,S0,178,352,1,0,0,5,1,1,9,1,0,5,3,u2r
3674,udp,telnet,RSTR,98102,464,0,2,0,5,0,0,4,0,0,3,3,dos
73,udp,dns,S0,5068,7294,0,1,1,0,0,0,4,0,0,8,3,probe
300,icmp,dns,SH,368,738,0,1,0,1,1,1,7,0,0,9,3,u2r
1108,tcp,finger,REJ,4816,1582,1,0,1,3,1,0,1,0,0,0,2,probe
743,udp,ssh,REJ,1755,12065,0,0,0,3,0,0,0,0,0,9,4,probe
595,tcp,ftp,RSTO,6095,11810,1,1,1,5,0,0,3,0,0,2,4,probe
3844,icmp,telnet,S0,96553,300,0,2,0,4,0,0,2,0,0,3,3,dos
979,tcp,ssh,RSTO,931,17826,1,0,1,2,0,0,3,0,0,2,0,probe
170,tcp,http,RSTO,26,150,0,0,0,3,2,0,1,0,0,4,4,r2l
1874,udp,ssh,SF,102639,140,1,1,1,5,1,0,4,0,0,0,2,dos
285,udp,finger,S0,165,634,1,0,0,3,2,1,5,0,0,3,2,r2l
575,icmp,smtp,SH,5409,8411,1,1,1,1,0,0,0,0,0,6,4,probe
1059,udp,http,S0,5794,785,1,1,0,6,1,0,1,0,0,8,3,probe
135,icmp,ssh,REJ,545,1014,0,1,0,4,3,0,3,0,0,4,3,r2l
235,tcp,http,RSTO,1512,705,1,0,0,2,1,1,6,1,1,8,2,u2r
144,icmp,ssh,SF,151,535,1,1,0,5,4,0,6,0,0,9,3,r2l
1629,udp,telnet,SH,85686,174,0,0,1,0,1,0,5,0,0,4,4,dos
576,udp,http,SH,6211,3640,1,0,0,2,0,1,1,0,0,3,0,normal
3146,icmp,ssh,S0,37250,109,1,1,0,6,0,0,3,0,0,3,1,dos
1262,udp,telnet,RSTR,1350,2430,1,0,0,6,0,1,2,0,0,8,3,normal
4214,icmp,dns,REJ,63247,106,0,2,2,0,1,0,5,0,0,4,4,dos
144,icmp,eco_i,SH,6872,1064,1,1,0,3,1,0,4,0,0,5,4,probe
865,tcp,finger,RSTR,4143,12409,0,0,1,0,1,0,0,0,0,9,1,probe
122,icmp,dns,S0,1691,420,1,0,0,0,0,1,7,1,1,4,0,u2r
1082,tcp,ftp,RSTR,2446,5651,1,1,1,1,1,0,2,0,0,5,3,probe
39,udp,telnet,RSTO,358,130,0,1,0,4,2,0,1,0,0,0,0,r2l
728,udp,smtp,RSTO,5853,4713,0,1,0,5,0,1,4,0,0,5,0,probe
286,icmp,finger,S0,193,516,1,0,0,3,5,1,2,0,0,0,4,r2l
2378,tcp,ssh,S0,45971,383,1,0,1,2,0,0,3,0,0,1,3,dos
1427,icmp,telnet,S0,10677,1613,0,0,0,3,0,1,2,0,0,8,3,normal
772,udp,finger,REJ,37040,205,0,0,2,5,1,0,4,0,0,0,2,dos
109,udp,finger,S0,2610,5808,1,0,1,5,0,0,1,0,0,8,2,probe
205,udp,dns,RSTR,5353,12572,1,0,1,2,1,1,1,0,0,5,2,probe
1307,tcp,finger,SF,7247,3649,0,1,0,3,0,1,1,0,0,3,2,normal
195,icmp,http,SH,67,1241,1,0,0,5,1,1,7,0,0,6,1,u2r
792,udp,ftp,REJ,3360,718,1,0,0,0,0,1,1,0,0,1,1,normal
2339,tcp,smtp,SH,120664,274,0,0,2,6,1,0,3,0,0,9,0,dos
1235,icmp,dns,SF,7606,11014,1,1,0,2,0,1,2,0,0,3,4,normal
1088,icmp,ssh,SF,5479,17932,0,0,0,2,1,0,4,0,0,9,0,probe
274,icmp,ssh,SH,1423,102,1,0,0,5,0,1,8,1,0,6,1,u2r
1305,udp,ftp,REJ,1129,11835,1,1,0,1,0,1,0,0,0,6,3,normal
288,tcp,ssh,SH,10085,9363,1,1,0,0,1,1,0,0,0,8,0,normal
2858,tcp,smtp,S0,181376,189,0,2,2,3,1,0,5,0,0,6,1,dos
1540,tcp,ssh,SH,77002,465,0,1,2,6,1,0,3,0,0,2,0,dos
2014,icmp,finger,SH,63597,127,1,0,1,5,1,0,3,0,0,0,4,dos
987,tcp,telnet,S0,10011,9333,1,1,0,1,0,1,1,0,0,6,1,normal
3068,tcp,ftp,S0,88965,148,0,1,2,3,0,0,3,0,0,9,2,dos
509,tcp,telnet,RSTO,4926,9664,1,1,0,5,0,1,2,0,0,9,1,normal
1121,icmp,ssh,RSTR,8426,4460,1,1,0,3,0,1,1,0,0,8,3,normal
3435,udp,http,SH,42334,175,1,1,1,1,1,0,0,0,0,5,3,dos
801,icmp,dns,SH,7501,16153,1,0,0,4,0,1,1,0,0,0,2,probe
440,icmp,telnet,RSTO,3520,17445,0,1,1,6,0,0,1,0,0,2,0,probe
1430,udp,ssh,SF,7691,819,1,0,0,1,0,1,0,0,0,0,4,normal
1880,tcp,http,S0,97377,24,0,0,1,0,0,0,5,0,0,7,3,dos
1045,icmp,eco_i,S0,4448,13262,1,0,1,1,0,0,3,0,0,7,0,probe
903,tcp,eco_i,SH,3237,11997,1,1,0,5,1,1,0,0,0,2,0,probe
996,tcp,smtp,SF,142476,142,0,0,2,0,1,0,5,0,0,9,4,dos
2406,icmp,smtp,S0,96074,344,0,1,2,2,0,0,3,0,0,5,4,dos
134,tcp,ssh,RSTR,1000,469,0,1,1,2,1,1,2,0,0,3,1,probe
375,tcp,dns,S0,170,575,0,1,0,4,5,1,6,0,0,1,0,r2l
1843,tcp,dns,RSTR,4022,11949,0,0,0,6,1,1,0,0,0,9,4,normal
2392,icmp,http,SF,48858,308,1,0,1,0,1,0,0,0,0,9,4,dos
142,icmp,smtp,RSTR,238,401,0,1,0,3,2,0,5,0,0,4,3,r2l
763,udp,eco_i,S0,1112,7335,1,0,1,0,0,1,4,0,0,7,4,probe
5,icmp,smtp,RSTR,995,422,1,1,0,3,0,1,4,0,1,2,0,u2r
326,udp,http,SF,7784,12027,1,1,0,1,1,1,0,0,0,7,2,normal
99,icmp,ftp,RSTR,336,587,1,0,0,4,2,1,4,0,0,5,0,r2l
1178,tcp,smtp,SF,110738,200,0,0,2,3,1,0,2,0,0,3,0,dos
1536,icmp,dns,SH,87859,428,1,2,1,0,0,0,1,0,0,3,4,dos
143,icmp,eco_i,RSTO,5775,13110,0,0,0,1,1,0,3,0,0,6,2,probe
709,tcp,eco_i,SF,2242,8624,1,0,0,6,0,0,3,0,0,3,4,probe
3601,udp,finger,REJ,77386,141,1,0,2,1,0,0,1,0,0,8,3,dos
1230,tcp,eco_i,RSTR,35932,414,0,1,2,1,0,0,1,0,0,0,0,dos
2812,udp,finger,RSTR,116806,358,0,1,0,4,1,0,5,0,0,4,2,dos
56,icmp,http,SF,3851,21186,0,1,0,3,1,1,0,0,0,8,3,probe
639,udp,smtp,RSTO,2571,11554,1,0,0,0,1,1,1,0,0,0,1,normal
167,icmp,smtp,SH,5212,13638,1,1,1,3,1,1,4,0,0,0,2,probe
284,udp,eco_i,SF,4847,15986,0,1,0,0,1,0,1,0,0,3,1,probe
556,icmp,dns,RSTO,7452,11704,1,0,0,5,0,1,0,0,0,9,0,normal
499,tcp,smtp,REJ,563,14914,0,0,0,4,0,1,0,0,0,0,1,normal
2820,tcp,ssh,SH,74449,285,1,0,2,0,1,0,0,0,0,2,2,dos
60,tcp,finger,RSTO,289,399,1,1,0,4,1,1,6,1,1,8,0,u2r
532,icmp,smtp,REJ,550,2015,1,1,0,2,0,1,4,0,0,1,1,probe
1269,udp,dns,S0,127853,63,1,2,0,0,1,0,2,0,0,4,3,dos
2090,tcp,dns,RSTR,51467,358,1,0,1,3,1,0,5,0,0,5,3,dos
1148,udp,dns,RSTR,69293,256,1,0,0,6,1,0,4,0,0,6,0,dos
1398,icmp,http,S0,1934,13612,1,1,0,1,0,1,0,0,0,3,4,normal
43,icmp,finger,S0,758,919,0,1,0,2,0,1,3,1,0,1,0,u2r
333,udp,telnet,SH,7392,10440,0,1,1,5,1,0,2,0,0,1,3,probe
1090,icmp,dns,REJ,12129,9055,1,1,0,6,0,1,2,0,0,4,2,normal
318,tcp,ftp,SH,634,654,0,1,0,4,1,1,3,1,1,6,0,u2r
123,udp,ftp,SF,22,317,1,1,0,4,4,1,4,0,0,8,2,r2l
41,icmp,finger,SF,460,1305,0,0,0,2,0,1,5,0,1,4,0,u2r
1086,icmp,eco_i,S0,38227,207,1,1,0,3,0,0,2,0,0,3,1,dos
388,udp,ssh,SH,5333,10326,1,1,0,0,0,0,1,0,0,9,0,probe
2278,tcp,ssh,SF,20226,241,0,0,1,3,1,0,1,0,0,0,4,dos
578,icmp,telnet,REJ,1583,13861,0,0,1,0,0,0,2,0,0,9,2,probe
1796,udp,dns,SH,38334,275,0,1,1,2,1,0,3,0,0,6,4,dos
176,icmp,finger,REJ,486,782,1,0,0,3,5,0,3,0,0,8,4,r2l
384,udp,dns,S0,3394,17634,1,0,1,1,0,0,2,0,0,4,4,probe
506,icmp,http,RSTO,4723,8469,1,1,1,5,0,1,1,0,0,2,4,probe
3028,icmp,smtp,REJ,164411,93,1,0,2,1,0,0,4,0,0,9,1,dos
1989,icmp,dns,RSTO,94148,51,1,2,2,1,0,0,4,0,0,8,0,dos
302,udp,finger,SH,528,426,1,0,0,4,5,1,2,0,0,4,4,r2l
1594,tcp,eco_i,RSTO,95328,264,1,2,0,3,1,0,2,0,0,1,0,dos
270,icmp,eco_i,RSTO,577,873,1,1,0,4,2,1,5,0,0,0,4,r2l
162,icmp,finger,REJ,103,99,0,0,0,0,5,1,5,0,0,5,2,r2l
14,icmp,ssh,RSTR,182,541,1,0,0,4,5,1,1,0,0,7,2,r2l
165,udp,ssh,SH,7100,3925,1,1,1,0,1,0,4,0,0,1,4,probe
166,tcp,ftp,SH,1674,1180,1,1,1,1,0,1,3,0,0,0,2,probe
141,tcp,eco_i,S0,1825,18588,0,1,1,4,0,0,3,0,0,3,1,probe
541,tcp,telnet,RSTO,5721,1414,1,1,1,2,0,0,3,0,0,6,1,probe
834,tcp,ssh,S0,3651,13534,1,0,1,6,0,1,4,0,0,4,2,probe
879,udp,ftp,RSTR,5099,9705,1,0,0,5,0,0,0,0,0,2,4,probe
27,tcp,smtp,REJ,106,458,0,0,0,3,0,1,6,0,0,7,2,u2r
3682,icmp,smtp,RSTR,23805,45,1,1,1,1,0,0,5,0,0,1,2,dos
2822,icmp,eco_i,SF,122456,5,1,1,1,3,1,0,0,0,0,1,4,dos
857,udp,http,RSTO,1476,20529,0,1,0,3,0,0,3,0,0,6,2,probe
82,tcp,ssh,RSTO,3469,13788,0,1,1,3,0,0,1,0,0,4,3,probe
1798,icmp,telnet,REJ,73145,207,0,2,2,2,0,0,0,0,0,4,3,dos
2120,icmp,dns,RSTO,110243,106,1,0,1,6,1,0,1,0,0,7,3,dos
2061,udp,smtp,SH,134356,255,1,2,0,2,0,0,5,0,0,3,4,dos
790,udp,dns,SF,6764,4507,0,1,0,5,0,1,1,0,0,4,0,normal
478,icmp,telnet,SF,1262,15708,0,0,0,0,1,1,0,0,0,9,4,probe
564,icmp,http,SF,793,7449,0,0,0,2,1,0,4,0,0,5,3,probe
860,tcp,finger,SF,118119,39,1,2,2,2,0,0,1,0,0,2,1,dos
1474,tcp,smtp,S0,10959,14634,0,1,0,6,0,1,0,0,0,6,3,normal
826,icmp,smtp,REJ,7265,4263,0,1,0,2,1,1,4,0,0,5,4,probe
338,tcp,telnet,RSTO,2777,12753,1,0,1,4,0,0,0,0,0,1,2,probe
457,tcp,finger,RSTO,4246,15911,0,0,0,0,0,0,2,0,0,2,4,probe
680,icmp,ssh,S0,3543,6911,0,1,0,2,1,0,3,0,0,3,3,probe
1157,icmp,dns,SF,6329,13558,0,1,0,0,1,1,0,0,0,5,4,normal
3895,udp,eco_i,RSTR,105246,249,0,0,1,1,0,0,5,0,0,5,0,dos
125,icmp,telnet,S0,3607,7985,1,0,0,0,1,0,2,0,0,3,1,probe
1422,icmp,finger,RSTR,454,12248,1,0,0,5,0,1,2,0,0,2,1,normal
1923,tcp,http,REJ,179124,197,0,2,2,2,0,0,2,0,0,2,2,dos
240,tcp,telnet,REJ,8249,4512,0,0,0,6,0,1,0,0,0,2,1,probe
135,udp,finger,SF,624,111,0,0,0,1,3,0,2,0,0,4,0,r2l
193,udp,http,SF,6413,3901,1,0,0,3,1,0,1,0,0,4,4,probe
214,icmp,smtp,SF,191,319,0,0,0,1,5,0,5,0,0,2,0,r2l
214,icmp,eco_i,RSTR,106,522,0,1,0,5,5,0,4,0,0,6,1,r2l
867,icmp,telnet,SH,1118,5730,0,0,1,2,0,0,3,0,0,2,4,probe
922,icmp,eco_i,REJ,8781,12217,0,0,0,6,1,1,2,0,0,2,4,normal
228,udp,finger,REJ,422,1357,1,1,0,5,1,1,4,1,0,9,0,u2r
1174,udp,ftp,RSTO,150736,131,1,2,2,5,0,0,1,0,0,6,0,dos
84,tcp,smtp,SF,5030,11619,0,0,1,5,0,1,0,0,0,7,3,probe
789,icmp,ssh,S0,2149,8571,1,1,0,0,0,0,4,0,0,4,2,probe
48,tcp,telnet,SF,805,15975,1,0,0,6,1,1,4,0,0,2,1,probe
3391,udp,ftp,RSTO,89886,201,1,1,2,2,1,0,1,0,0,0,2,dos
360,udp,finger,S0,2670,372,0,1,0,5,0,1,0,0,0,1,0,normal
1071,udp,ssh,REJ,138450,461,1,2,2,3,0,0,5,0,0,9,2,dos
366,tcp,dns,RSTO,4132,11132,0,1,0,3,0,0,2,0,0,5,3,probe
839,udp,smtp,SF,9512,9263,0,0,0,5,1,1,0,0,0,6,0,normal
2264,tcp,ftp,REJ,58587,69,1,0,2,4,1,0,2,0,0,6,2,dos
126,tcp,ftp,RSTR,230,1730,1,1,0,6,1,1,3,1,1,0,3,u2r
694,icmp,dns,RSTR,1566,8820,1,1,1,3,1,0,4,0,0,0,0,probe
596,icmp,ftp,REJ,2458,20504,0,1,0,4,1,0,0,0,0,9,3,probe
4493,icmp,smtp,REJ,51685,60,0,2,0,6,1,0,2,0,0,2,4,dos
2905,tcp,ssh,RSTO,109207,378,0,2,1,2,0,0,3,0,0,6,4,dos
660,tcp,telnet,REJ,2953,3793,1,1,1,5,1,0,1,0,0,7,2,probe
259,icmp,ssh,REJ,5021,12985,1,1,1,4,0,1,2,0,0,3,0,probe
990,tcp,smtp,SH,11801,12668,1,0,0,6,0,1,1,0,0,6,3,normal
1255,tcp,ftp,RSTO,5100,13343,1,1,0,0,1,1,0,0,0,0,1,normal
343,udp,dns,RSTO,1157,475,0,0,0,1,1,1,6,0,0,6,3,u2r
219,tcp,ssh,S0,900,1364,0,1,0,5,0,1,6,0,1,5,0,u2r
218,tcp,smtp,SH,168,242,0,1,0,6,3,1,3,0,0,7,2,r2l
342,tcp,finger,S0,3744,12780,1,1,0,6,1,0,1,0,0,8,2,probe
236,udp,ssh,REJ,142,751,0,0,0,6,4,1,1,0,0,8,0,r2l
294,tcp,finger,REJ,2405,9666,1,0,0,1,0,0,2,0,0,3,2,probe
67,icmp,telnet,SF,2321,1226,1,1,1,3,0,0,1,0,0,2,0,probe
702,udp,ssh,REJ,6843,10727,0,0,0,2,1,1,0,0,0,7,4,normal
3048,udp,dns,RSTO,53823,201,1,0,2,4,0,0,2,0,0,7,3,dos
676,tcp,eco_i,RSTO,731,21167,0,1,0,2,1,1,1,0,0,9,0,probe
368,udp,ftp,RSTR,3545,21602,1,0,0,0,1,1,1,0,0,9,0,probe
299,udp,finger,REJ,3431,5122,1,0,0,4,1,0,3,0,0,4,4,probe
1484,tcp,http,SH,87359,118,0,1,1,4,1,0,5,0,0,6,2,dos
286,icmp,ssh,REJ,8296,3505,1,1,0,5,0,1,0,0,0,5,1,normal
1494,icmp,eco_i,SF,127316,149,1,0,2,4,0,0,2,0,0,8,3,dos
954,tcp,ssh,RSTR,43066,54,1,2,2,1,0,0,5,0,0,8,2,dos
1794,tcp,ssh,RSTO,77261,331,0,0,0,3,1,0,2,0,0,1,0,dos
683,udp,ftp,S0,3794,7923,0,1,0,0,0,1,0,0,0,8,1,probe
429,icmp,http,REJ,3654,9324,0,0,0,0,1,0,3,0,0,5,0,probe
722,icmp,telnet,SF,6384,13260,1,1,0,6,1,1,2,0,0,9,4,normal
340,icmp,eco_i,REJ,403,260,1,0,0,6,3,0,1,0,0,7,1,r2l
75,tcp,ssh,SH,3850,10923,0,1,1,2,1,1,0,0,0,8,1,probe
856,tcp,dns,RSTO,6930,9344,1,1,0,6,0,1,2,0,0,0,3,normal
3687,tcp,ftp,SH,122481,158,0,2,2,2,1,0,5,0,0,1,2,dos
361,tcp,http,RSTO,207,292,0,0,0,1,1,1,7,1,1,0,2,u2r
1315,udp,eco_i,RSTO,5761,2984,0,0,0,3,1,1,0,0,0,9,2,normal
266,udp,ftp,REJ,259,120,1,0,0,0,3,1,1,0,0,6,3,r2l
626,udp,eco_i,RSTO,3811,11990,0,1,1,4,1,0,3,0,0,9,1,probe
1522,udp,ssh,SF,8619,7825,0,1,0,6,0,1,1,0,0,3,1,normal
590,udp,http,RSTR,2159,8196,0,1,0,4,0,0,0,0,0,3,3,probe
125,icmp,telnet,RSTR,12066,7196,0,1,0,5,1,1,1,0,0,4,0,normal
328,tcp,ssh,SF,4954,8335,1,0,0,3,0,1,0,0,0,0,4,probe
479,tcp,finger,SH,695,1572,0,0,0,6,0,1,7,1,1,6,0,u2r
190,icmp,http,RSTR,332,1106,0,1,0,4,1,1,6,1,1,1,1,u2r
350,udp,http,S0,3389,11065,1,0,1,4,0,1,4,0,0,5,2,probe
